KEB Bayern,4
Lamm-Lichtspiele,2
Staatsministeriums für Gesundheit und Pflege,27
Hans-Sachs-Gymnasium Nürnberg,6
AVBaySozKiPädG,4
Bayerischen Krankenhausplanungsausschuss,2
Hopper Mobility,1
Deutschen Städtetages,4
DGZ,4
BHS tabletop AG,8
Sonderpädagogisches Förderzentrum SFZ Erding,2
ChemDelta Bavaria,2
Resi e.V,2
SUR,24
Grundschule Kissing,4
BfAA,6
Horizon Europe,2
Pegnitz-Zeitung,2
Bundesminister für Digitales und Verkehr.Rund,2
flsh.de,4
Partnership for 21st Century Learning,2
Hochschule Kempten,16
intelligent bot,2
Bayerischen Wirtschaft e. V.,12
MENTO,4
Energieagentur Bayerischer Untermain,2
Kriminologischen Forschungsinstituts Niedersachsen,6
ASAJA,2
Haus des Stiftens gGmbH,4
Bundesministeriums des Innern und für Heimat,6
Bundesamt für Wirtschaft und Ausfuhrkontrolle,36
Berufsschulen zur Alphabetisierung,1
Deutschen Herzzentrums München,4
Berufliches Schulzentrum,2
Tafel Bayern e.V.,2
paywise GmbH,1
Gemeinschaft der Wohnungseigentümer,20
Bayerische Staatsgüter,2
ANSES,2
BfV,2
GORGJ,1
Schmid,5
Bayerische Staatsinstitut für Hochschulforschung und Hochschulplanung,6
VuVregio,7
Forum für Klimaschutz und nachhaltige Entwicklung,2
Johann-Schöner-Gymnasium,1
Pflege-SOS Bayern,9
Klenze-Gymnasium,2
für den Oberlandesgerichtsbezirk,6
Industrie- und Handelskammer Nürnberg,2
Kurhotel Mürz KG,2
Hochschule für Musik Nürnberg,9
DTM,10
BSQBW,10
ZweiZehn GmbH & Co. KG,2
Vereinigung der Fern,2
BWf,1
HinSchG,4
Landesverein für Heimatpflege,2
Bäckerei-Konditorei-Grubert,2
Bamberg Tourismus & Kongress Service,4
Kunigunden- und Bertleinschule,2
messenger,2
IHK Würzburg,1
Klinikums,2
Studentenwerks München,1
ǊM,2
JMU,26
TOA-Landesgruppe Bayern,2
Mobile Sonderpädagogische Dienst,48
sbopf.de,76
Amt für Digitalisierung,8
IFHS,2
Altbayerisches Donaumoos,2
Ermittlungsgruppe Fluvius,4
Pädagogischen Austauschdiensts,1
Wasserwacht Bayern,3
Munich Legal Tech Student Association,18
Max-Plack-Instituts,1
Institut der deutschen Wirtschaft,2
IN VIA Würzburg e.V,2
Gaststättenverband,2
allgaeu.de,1
North Carolina State University,4
ISB,420
Ariadne Map,23
UN Women,14
UN,51
VFB Stuttgart,2
Stereotype Baroque Ensemble,2
Ltd. RSchD Kleindiek,2
Theater,2
Deutschen Roten Kreuzes,2
Frauenakademie München e. V.,4
Bayerischer Sing- und Musikschulen e. V.,1
Deutschen Bundes,2
für Landesentwicklung und Wohnen,6
BHKW,1
byak-barrierefreiheit.de,2
Der Spiegel,6
KKW Isar 1,2
Munich RE,4
Arbeit und Sozilaes,2
KSK,1
"Amt für Ernährung, Landwirtschaft und Forsten Schweinfurt",2
vpki,2
ScannedReality GmbH,1
Staatsministerien für,2
Hogrefe-Verlag,6
Eltern im Netz,2
Hand in Hand,1
Europäischen Fonds für Regionalentwicklung,1
Bund der Deutschen Bahn,2
Starnberger Klinikverbund,2
ARTHUR BUS GmbH,13
Passau,6
Bayerischem Musikrat,6
TranslaTUM,1
Gempfinger Pfarrhof e. V.,2
Palestine Liberation Organization,4
hamburg.de,4
NUIF,15
ALE,10
Bayerisches Staatsministerium für Ernährung,14
lg-ts.bayern.deTelefon,6
Linde,2
Agentur für angewandte Energiewende,2
Bayerischen Allianz für Berufsbildung.,1
Elektrotechnik Magherusan GmbH,2
Bayerischen Staats-Ministerium für Wissenschaft und Kunst,8
LGL,72
KfW,86
QE,2
MUT2go,1
Verband Deutscher Heeresbergfu hrer,2
Kantar Public,4
ERN,8
Sammlung,4
Berufsschule zur sonderpädagogischen Förderung,2
Bayerische Sparkassenstiftung,1
für Bewegungsforschung,1
Wasser,2
Конференції міністрів освіти і культури,2
IFP,58
Félix-Houphouët-Boigny,2
gym-icking.de,2
BWR,2
icloud.com,4
Josef Büchler KG,1
YFU,10
ifb,22
"für Wirtschaft, Infrastruktur, Verkehr und Technologie",6
Otto-von-Taube-Gymnasium,14
& Biergarten,2
Helfende Wände,6
Cluster Automotive,36
"für Wirtschaft, Landesentwicklung und Energie",16
AHK Schweiz,5
St. Georgen-Bayreuth,214
Bayerischen Rumänienhilfe,2
ZKL,2
Berufsfachschule (,2
KSB,1
Liebherr,5
Zentralstelle Verkehrssicherheit im,2
IBW,2
EuGH,49
Fachstelle für Demenz und Pflege Bayern,5
Flächen,1
DigitalAgrar,2
WEISSEN RINGS Bayern,16
Erzbischöfliches St.,2
LSVB,14
"Führungsakademie für Ernährung, Landwirtschaft und Forsten",2
Verkündungsplattform Bayern,10
BayBodSchVwV,2
Landschaftspflegeverband Forchheim,2
Klinikum,6
Mundart-AGEH,8
Bayerischen Schreinerhandwerks,4
Vollstreckungsgericht Hof,11
Greta-Fischer-Schule,1
LSV,4
Education USA,1
Excellion,1
Theater Ansbach,1
blaek.de,2
Regioident Fichtelgebirge,2
Mittelschule und Berufsschule in Kooperation,8
Bayerische Justizakademie Dr.-,1
Electronic Direct GmbH,1
Hochschule Weihenstephan-Triesdorf,52
Lise-Meitner-Gymnasium Unterhaching,11
Bayerischer Maschinen- und Betriebshilfsringe e.V,2
INVADE e.V,2
Bayerischen Rundfunk,52
Gemeinsamen Glücksspiel-behörde der Länder,2
Bayerischen Landesverein für Heimatpflege e.V.,28
Interreg Europe,1
Tonkünstlerverband Bayern,2
VdK,6
NSU,2
Bad Abbacher Gruppe,2
BNetzA,10
Koch Kitzingen,2
für Sport und Integration,236
Staatsanwaltschaft Coburg,3
laspo.de,2
Wachstumsfond Bayern 2,1
caritas-mil.de,2
Cura Placida,1
Leo,4
EEG,10
Bayerischen Staatsministerium für Wissenschaft und Kunst,82
NRZ,1
DRF Luftrettung,10
Camino de Cantigas,2
Füreinander,1
Detzer Aircargo GmbH,1
"Bundesministerium des Innern, für Bau und Heimat",1
Lechwerke AG,4
TzBfG,2
Fraunhofer-Zentrum für,2
Bayern Handwerk International,12
Zweckverbandes Kreissparkasse Kelheim,2
Zentrale Aufgaben und Recht,4
KULAPs,2
EAA,2
Nationaldemokratische Partei Deutschlands,2
IZB,1
ЄС,2
VAD,2
centre-francais.de,2
gPP,1
proHolz Bayern,14
Anacs,1
Institut für angewandte Nachhaltigkeit,4
Volkswagen Financial Services AG,1
WELT,2
IHK für Oberfranken BayreuthVeranstaltungsort,5
Kreditanstalt für Wiederaufbau,15
regensburg.de,12
BS,2
Hightech Transfer Bayern,3
Hochschule für angewandte Wissenschaften Weihenstephan-Triesdorf,1
up and coming,1
Verwaltung,10
HNB,2
ra2studio,3
Ausschuss für Verkehr und Tourismus,2
Bayerische Zentrum für Angewandte Energieforschung,2
PricewaterhouseCoopers GmbH,4
casino-aschaffenburg.de,1
"Wirtschaft, Innovation, Digitalisierung und Energie",4
Ehrenamt Bayern,6
nmcandre,2
lwf.bayern.de,2
Zentrums,2
Bildung durch Sprache und Schrift,1
Landesarbeitsgemeinschaft der kommunalen Gleichstellungsbeauftragten,6
Ambu Innovation,16
ZfL,4
land use,2
Familienpakt Bayern.,2
sta-co.bayern.deDie,2
Zweites Deutsches Fernsehen,4
lra-starnberg.de,2
Klinikum Garmisch-Partenkirchen,2
Bundesverbandes der Deutschen Luftverkehrswirtschaft,1
Ergolding,2
EXTREME News,2
Goldberg-Klinik Kelheim GmbH,2
"Amt für Ernährung, Landwirtschaft und Forsten Coburg-Kulmbach",2
VIVA,2
LSBTIQ,6
Fränkischer Theatersommer e.V,2
Teilnehmergemeinschaft Mühlhausen,2
Gymnasium Neutraubling,8
Burglandschaft e. V.,2
BFG,1
Sachverständigenrat Bioökonomie Bayern,11
Gesellschaft zur Förderung beruflicher und sozialer Integration,8
Bayerischen Landesamts für Schule,6
Vereinigung der Prüfingenieure für Baustatik in Bayern e,2
SV Neunkirchen 1920 e. V.,2
Telekolleg,12
Landesverband Autismus,2
Landesverkehrswacht Bayern e. V.,2
Landesarbeitsstelle Bayern,4
Bayerische,42
Lokale Aktionsgruppen,4
Business Development,1
gensta-n.bayern.de,3
Deutschen Feuerwehrverbands,2
Comittee for Children,6
Mertex,4
Handwerk.Innovativ,9
AEEB,6
IN FORM,2
freiwilligen Gerichtsbarkeit für Gerichte und Notare,32
rlfb,6
lagfa bayern e.V,14
Naturfreunde Bayern,2
bayerische Staatsministerium für Unterricht und Kultus,1
Bayerisches Klimainformationssystem,2
Städtische Berufsschule für das Bäcker- und Konditorenhandwerk,9
Ringgemeinschaft Bayern e,2
bayreuth-tourismus.de,4
3sat,8
Instituts zur Qualitätsentwicklung im Bildungswesen,1
Bayerische Energie- und Wasserkraftforum,1
Pöschl,4
Landesamt für Denkmalpflege,16
IJZH,2
Staatsministeriums für Umwelt und Gesundheit,8
Internationalen Bodensee-Konferenz,6
fz-juelich,2
Münchner Child Health Alliance,1
olg-ba.bayern.deHinweis,3
Kuratoriums für Waldarbeit und Forsttechnik,2
PA,2
Departement of Aerospace and Geodesy,1
VEMAGS,4
Agentur für Arbeit Passau,2
vermessung.bayern.de,2
Commissioner,2
Bayerisches Staatsministerium für Umwelt und Verbraucher,8
Gesellschaft Freunde Abrahams,1
ag-kg.bayern.deHinweis,1
sta-deg.bayern.deDie,2
hochroth Verlag München,2
Kultusministerkonferenz,38
DSGVO,16
"Bundesministeriums des Innern, für Bau und Heimat",2
Münchner Unternehmenstags,1
Börsenverein des Deutschen Buchhandels Bayern,8
"Kommunale Fragen, Innere Sicherheit und Sport",1
IHK Würzburg-Schweinfurt,7
Verwaltungsgemeinschaft Rain,2
Gouda,2
LL C,14
Forschung und Kunst,8
DRF,2
Institute of Artificial Intelligence in Management,2
Twinu GmbH,1
Sachverständigenrat für Wirtschaft,4
bbw),4
Hydrogen Technology Application & Certification Center,12
planet-beruf.de,11
ZPG,12
olg-m.bayern.deMitarbeiterin,2
LinkedIn,71
ag-eg.bayern.de,3
FM,1
Bayernserver,2
Deutsche Multiple Sklerose Gesellschaft,2
Evangelischen Hochschule,3
Freien Kunst-Szene,2
Institut für Fränkische Landesgeschichte,1
MLF Mercator-Leasing GmbH & Co. Finanz-KG,1
BBiG,4
Alexandrastr.,2
TH Aschaffenburg,16
MANN*,4
Robert-Koch-Institut,4
OptWare GmbH,1
Der Bote,2
Eigner Betonmanufaktur,1
Bayerischen Jusitz,2
BHS Corrrugated Maschinen- und Anlagenbau GmbH,1
IAA Mobility,17
Evangelischer KITA-Verband Bayern e.V,2
Camerloher-Gymnasium,2
EEN,4
Umwelt,18
Kreisverbands,2
',75
Akademie für Politische Bildung Tutzing,6
Donaumoos-Zweckverband,3
Lakestar Advisors GmbH,2
Generaldirektion Regionalpolitik und Städteentwicklung,1
FQA,32
BaySL,5
Ständige Konferenz der Kulturschaffenden,2
Kriminologischen Forum Bayern,4
sta-ba.bayern.de,1
Psychotherapeutenkammer Bayern,1
Haus der Bayerischen Geschichte,18
Racle Fotodesign,3
posteo.de,2
einwert GmbH,1
Corona,31
"Bavarian State Office for Digitization, Broadband and Surveying",6
Verein zur Pflege der Bayerischen Volksmusik e.V,4
Tabaluga Stiftung,2
Seminar St. Willibald,1
Schule,4
Bayerischen LandesstiftungKinderbuch,2
C.H.BECK,4
Staatliche Realschule Kaufbeuren,8
ehg-wen.de,2
Ländlichen Entwicklung,6
PwC,2
Meduna di Livenza,2
Schloss- und Gartenverwaltung Würzburg,4
MIT Club of Germany e. V.,2
HospiChef UG,1
Welthandelsorganisation,4
Tourismusverbandes Ostbayern,2
Grundschule Hirschau,4
Flughafenvereins,2
FDK,3
ag-neustadt-an-der-aisch,2
KNR,1
Internationaler Austausch –,1
Kompetenzstelle für nachhaltige Beschaffung,20
Landesamt für Gesundheit und Lebensmittelsicherheit,33
Staatsinstitut für Frühpädagogik und Medienkompetenz,22
Deutschen Akademie Rom,8
Schraml Rüdiger Herzog-Christian-August-Gymnasium,2
Verband katholischer Kindertageseinrichtungen in Bayern,2
"Bayerische Staatsministerium für Wohnen, Bau und Verkehr",114
SkF,2
MFA,112
Bundeskriminalamtes,6
Paul-Ehrlich-Institut,33
art131,1
MyFlexHome,1
BHDU,2
Netzwerk von Lehrkräften mit Migrationshintergrund,2
abokiste GmbH,2
VKU,1
"Amt für Ernährung, Landwirtschaft und Forsten Regensburg-Schwandorf",2
"Staatsministerium des Innern, für Sport und Integration",53
FQA München,1
SCHWUNG,1
rak-nbg.de,8
Bayerischen Hauptmünzamtes,4
Eleonora-Schamberger-Stiftung,1
BRAO,4
ag-ab.bayern.deHinweis,1
AGZ,9
"Staats-Ministerium für Familie, Arbeit und Soziales",12
Ministerium für Heimat,4
Europäischen Fonds für Regionale Entwicklung,16
Bundesinstitut für Risikobewertung,4
BIV,4
milch.bayern,1
Juvat gGmbH,2
Naturschutz,1
FTM,12
Flossbach von Storch Stiftung,1
peterundderwolf.de,2
Deutsche Allianz Klimawandel und Gesundheit e.V,2
Landesamt für Statistik und Datenverarbeitung,6
Wunsch Hotel OHG,2
LBFH,8
Berufsverband mittelständische Wirtschaft e.V,2
Europäische Netzwerk für die Entwicklung des ländlichen Raums,2
Die drei Haxn,2
Bayerische Landesamt für Digitalisierung,210
Helmholtz-Institut für Infektionsforschung Braunschweig,4
XITASO GmbH IT & Software Solutions,1
EKK,1
Technischen Universität ...',9
Roche Diagnostics GmbH,1
elkb.de,2
StMWK BY,4
IBP,4
KlinikClowns Bayern e.V,2
Institut für Allgemeinmedizin,2
Metropolregion,2
Art,2
KommHV-Doppik,40
ScanlineVFX,4
ideenfuerdiejugend.de,7
Stadtwerke Ingolstadt,1
Endres & Bieneck,8
Jungen Union Deutschland,2
fibs.schule.bayern.de,2
WSV,2
digital bfz gGmbH Bamberg,4
diakonie-hochfranken.de,2
"Landesverband des Groß- und Außenhandel, Vertrieb,",8
WKA,2
Identitäre Bewegung Deutschland,2
Arbeiter-Samariter-Bundes Bayern,2
und Gesundheitsministerium,1
Bayerischen Zentrum Pflege Digital,1
Bundeszentralamt für Steuern,4
Ministry of Economic Affairs and Media,1
Bayerischen Volkspartei,2
DIGI-ORT,4
stmd.bayern.de,54
Hofer Land,2
Genossenschaftsverband Bayern e.V,2
Deutsch-Israelischen Juristenvereinigung,2
DGDB,1
Technische Hochschule Coburg,2
Bayerischen Zentrums für Batterietechnik,4
"Bayerischen Staatsministeriums des Innern, für Bau und Verkehr",2
Internationalen Energie-Agentur,2
JMBl,17
Franz-Ludwig-von-Erthal-Gymnasium Lohr,8
Bayerischen Staatsministeriums für Gesundheit,3
"Amts für Ernährung, Landwirtschaft und Forsten Bamberg",1
Bayerische Fernwege e.V,12
BSDSB,8
der Bayerischen Geschichte,1
Chairgo GmbH,2
Hessische Ministerium für Soziales und Integration,2
Bayerische Staatsforsten AöR,2
DB Digital Ventures,2
Raab Baugesellschaft mbH & Co. KG,2
St. Gundekar-Werks,2
meiPlattling,2
GEWAN-Gewerbeportal,2
TesTneT GmbH,1
Waldorf-Schulen,2
Forschungszentrums Jülich,4
ESP,2
KoKi,8
Freien Wählern,1
Bayerische Staatsministerium des Innern,25
Landesamt für Finanzen,109
Wasserschloss Taufkirchen,2
NRN,4
Forschungsverbundes Provenienzforschung Bayern,2
designgruppe koop,4
DUGA Gebäudereinigung und Dienstleistung GmbH,1
Zweckverband Fichtelgebirgsmuseum,2
Konfuzius-Instituts,2
Staatsministeriums für Justiz,1
STMUV,4
Eine Welt Netzwerk Bayern e,2
Unger Möbelwerkstätte GmbH,4
ERCC,2
Sicherheit in,2
Bayerischen Landesamtes für Umwelt,12
Sedivention,1
TVO,2
Friedrich-Koenig-Gymnasium Würzburg,6
ANTENNE BAYERN GmbH & Co,2
Studienstiftung des Deutschen Volkes,1
sta-am.bayern.de,1
Wohnungsgenossenschaft wagnis e.g,1
Sigmund-Wann-Realschule,1
Regionale Lehrerfortbildung,4
limbion,4
landkreis-guenzburg.de,2
Landesanwaltschaft Bayern,2
Energieagentur Oberfranken,6
Bayerischen Akademie der Wissenschaft,3
Büro Kofink Schels,2
Sonnblick Observatorium,2
FOS Straubing,8
BtX energy GmbH,4
bayern-hilft-haendlern.de,1
PEI,44
Kulturfonds,2
muenchen.ihk.de,4
Deutschen Oper am Rhein,8
Zentralstelle der Länder für Sicherheitstechnik,2
ehapa,1
BerufeNet,2
Transferzentrum Technik und Innovation,2
Staatsanwaltschaft München II,1
Surffreunde Augsburg,2
Organisation für wirtschaftliche Zusammenarbeit und Entwicklung,2
St. Josef,1
Geprüften Qualität Bayern,3
-Luth,2
Vertragsnaturschutzprogramm Wald,1
Arbeitsgemeinschaft Landtechnik und landwirtschaftliches Bauwesen in Bayern,1
Siemens,21
Koordinierungsstelle gegen häusliche und sexualisierte,2
Spessart,2
Tafel Landesverband,2
StMJ,19
Staatliche Lotterie,4
Deutsche Institut für Urbanistik,6
SPP,7
Verband Bayerischer Amateurtheater,2
Deutschland sicher im Netz,6
GWG Ingolstadt,4
ISD,1
rechtohnestreit.de,2
Friedrich-Alexander-Universität,28
Alternative für Deutschland,2
Netzwerk Inklusion Lkr,2
Caritas Mehrgenerationenhaus Taufkirchen,1
Schullandheime,2
Mindzone,6
Markt Allersberg,2
Paritätischer Wohlfahrtsverband – Landesverband Bayern e,2
Bayerisch-Kalifornischen Hochschulzentrum,6
Dietfurter Wasserwege,2
ALB,24
ZWEB,1
Bayerische Forst,1
Recycling Atelier Augsburg,1
BayEFG,12
CyberDesk,1
fHU,1
Schulprojekt Ecole de la Solidarité,2
Deutschen Wetterdientes,2
HAWs,2
bund.de,20
Kunst,6
VNP-Wald,2
Sparkassenverbands Bayern,10
Auftragsberatungszentrum Bayern,40
Stiftung Neues Konzerthaus,2
ML,2
lg-a.bayern.deJonas Mayer0173,1
BITV,10
VARTA AG,2
lg-mm.bayern.deDie,2
Staatanwaltschaft München I,2
ag-heb.bayern.de,1
Landeskomitee der Katholiken,2
Nationalparkverwaltung Bayerischer Wald,2
karriere-justiz.bayern.de,1
MIV,4
Georg-Hummel-Mittelschule,2
ERWin,4
Landesheimrat Bayern,2
Eham GmbH,2
Europäische Forschungsrat,7
stmuk.bayem.de,8
ITZ,1
"Staatsministerium für Wirtschaft,",2
IN AKTION,2
Koordinierungsstelle Additive Fertigung,2
MGV,2
Behörden Spiegels,2
Schweinfurt erleben e.V.,1
Bayerischen Richterverein.Vielen,2
Hessische Lehrkräfteakademie,2
praxis-reinhard.eu,4
Activision Blizzard,1
Taschenwerkstatt,1
BayDiV,6
Arbeitsgemeinschaft 3 A,8
Deutsche Rentenversicherung Knappschaft-Bahn-See,2
Bayerische GemeindeZeitung,3589
sta-in.bayern.deHinweis,1
Münchner Aidshilfe e.V.,4
Handelsblatt,2
St. Korbinian,1
Bayerischen Landeskriminalamtes,12
BayKiBiG,82
ag-ke.bayern.deHinweis,1
Staatsanwaltschaft Traunstein,1
Universität Bayern,2
Landesverband der steuer be ra ten den und,2
Verallia-Werk,2
Deutschland in Bayern,2
Instituts für Weinbau und Oenologie,4
Deutschen Unternehmensregister,16
Jacob-Ellrod-Schule Gefrees,8
B.U.D.,8
Landesverband für Spielsmannswesen in Bayern,4
Dienststelle des Ministerialbeauftragten für die Gymnasien,2
BDBOS,2
Tate Modern,2
Genussakademie Bayern,17
Lion5 GmbH,6
Euro Akademie Bamberg,2
Forschungsgesellschaft für Straßen- und Verkehrswesen e.V,2
Sunny studio,2
ZTM GmbH,2
Sportministerkonferenz,8
MINT21,6
Gutes Aufwachsen mit Medien,1
Bayerische Kontrollbehörde für Lebensmittelsicherheit und Veterinärwesen,2
PlurAlps,2
BBK Landesverband Bayern,26
Hermes Arzneimittel GmbH,1
Zentrale Hochschulsport,2
Vision Metrics,1
Fachverband Sanitär-,3
CRA,1
Osram,1
Nachhaltige Stadtentwicklung,2
Deutschen Tierschutzbundes,4
SELBSTHILFE Bayern e.V,2
Universitätsbundes Erlangen-Nürnberg e. V.,2
Auslandsschule,2
Bayerische Informationsstelle gegen Extremismus im Landesamt für Verfassungsschutz,2
Genuss Schätzen Bayern,5
Ärztliche Gesellschaft zur Gesundheitsförderung e.V,2
Bayerischen Jagdverbands,10
Tschechischen Akademie,2
Nationales Wasserstoffzentrum des Bundes,12
Fränkischen Weinbauverbands,6
Staatliche Realschule Freilassing,8
Statista,24
Katharinen-Gymnasium Ingolstadt,3
lg-mm.bayern.de,3
NFO,1
ViKo,2
Rauminformationssystem Bayern,8
Breviter,1
Andrássy Gyula,1
Erasmus-Grasser-Gymnasiums,6
Imma e. V.,6
Bayerische Städtetag,2
AMIF,2
Geschäftsstelle Wirtschaftsfaktor Alter,2
Statistischen Landesamts,2
ENSI,2
Continental,5
Verband kommunaler Unternehmen,2
F.A.Z,2
Christkindl e.V.,2
Dieter Schwarz Stiftung,1
Zahnheilkunde in Bayern,2
benz,1
Staatsinstituts für Frühpädagogik und Medienkompetenz,4
Gymnasium Ottobrunn,2
LAG WfbM Bayern e.V,2
Bündnis für frühkindliche Bildung in Bayern,8
bbv-bildungswerk.de,2
Bavarian Office for Africa,2
SPREEN ARCHITEKTEN Partnerschaft mbB,4
AELF Fürth-Uffenheim,8
Verbandes für christliche Popularmusik in Bayern,2
landkreis-kulmbach.de,2
"Landesamt für Digitalisierung, Breitband und Vermessung IT-Dienstleistungszentrum",2
Familie und Frauen,2
Jean-Paul-Gymnasium Hof,4
Grüne Sterne,8
Staatlichen Realschule Schwabmünchen,4
Augenzentrum Mayer,2
Bayerischen Staatsministerium für Umwelt und Verbraucherschutz,68
Zentralrat der Juden,2
RCC,1
Hochschule für den öffentlichen Dienst in Bayern,6
Schwarz Gruppe,32
Roten Armee,6
Psychopharmaka,4
"Bayerische Staatsministerium für Bildung und Kultus, Wissenschaft und Kunst",9
Deutsche Gesellschaft für Transidentität und Intersexualität,4
Museumspädagogischen Zentrum,1
Landsmannschaft der Banater Schwaben,2
konsequentgegenhass,2
Staatliche Realschule Füssen,8
Amun-Quartetts,2
RLK,10
Diakoniewerk,2
Orchester der Gynasien Schwabens,2
lfv.bayern.de,12
Grünes Band im,4
Siemens Mobility,1
Bayerisches Forschungsinstitut für Digitale Transformation,10
"Amt für Ernährung, Landwirtschaft und Forsten",37
Niederbayern Mittelschule Straßkirchen,1
Staatsministerium für Umwelt und Verbraucherschutz,62
VSMK,6
Bund der Selbständigen,2
"Wirtschaft, Landesentwicklung und Energie",22
Inklusionsamts Bayern,2
LKB,2
Bayerischen Koordinierungsstelle für Reallabore,1
Regionalgruppe Bayern,2
LÜB,4
Bundesarchivs,8
Kommission,2
Ammergauer Alpen GmbH,2
LEW Verteilnetz GmbH,2
Europäische Sozialfonds +,2
DER PARITÄTISCHE BAYERN,2
DGS,27
Europa-Parlament,4
Munich Re,6
Bayerischen LandesstiftungTheater Augenblick,2
tagdeshandwerks-bayern.de,2
Lehrer- und Lehrerinnenverband,2
Kriseninterventions- und -bewältigungsteam bayerischer Schulpsychologinnen und Schulpsychologen,2
SCHULEWIRTSCHAFT,3
Brochier-Gruppe,2
Deutschen Institut für Normung DIN e.V,2
Bayerischen Jagdverbandes e. V.,2
lg-sw.bayern.deDie,2
Digital Verein,10
Bayerischen EnergieEffizienz-Netzwerk-Initiative,2
bfZ) gGmbH,4
Sammler und Jäger Filmproduktion GmbH,2
FOS Donauwörth,48
Europäische Normung und Qualitäts,8
Atmosphärische Umweltforschung,4
Bündnis für Kinder,2
Quest International,12
Humboldt-Universität Berlin,4
Aufsichtsbezirk,24
pack mas,2
Wuppertal,2
Information und Kommunikationstechnik,2
SVR,2
allgemeinen Vollzugsdienst,2
StBA Passau,2
Sana Klinikum Hof,2
Otto-von-Taube Gymnasiums,1
Bayerische Patentallianz,8
Landesinnung des Bayerischen Friseurhandwerks,1
ukraine-hilfe.bayern.de,1
BARMER,3
Luitpold-Gymnasium München,8
eJustice,5
Gesellschaft für Reaktorsicherheit,2
Spitzenverband Paritätischer Wohlfahrtsverband Landesverband Bayern e. V.,2
Auenzentrum,2
Clemens Fröhlich,8
Beinbauer Automotive GmbH & Co. KG,2
yaguo.ru,1
highmed.org,2
Bayerwald Fenster und Haustüren,1
Integrierten,2
Laboratory for Experimental Research Nuremberg,2
Gothaer Allgemeine Versicherung AG,2
AG Oberstufe,2
EHRENAMT.bayern,2
global-digital-women.com,2
Netzwerk nachhaltige Bürgerkommune,2
REspect,16
BayStrWG,2
Bayerischen Jugendring,34
InterRisk,2
Medienpädagogische Referentennetzwerk Bayern,1
Deutschen Stiftung Denkmalschutz,16
Mediteam GmbH & Co.KG,2
Infrakredit Kommunal,16
Helmholtz-Gemeinschaft Deutscher Forschungszentren,4
zab.bamberg,2
TUMCS,2
SemR,2
Leske und Budrich Verlag,6
fibs.alp.dillingen.de,21
INN.KUBATOR,2
Weltbild,1
Freie Wohlfahrt,2
Bayerischen Holzbauförderprogramm,4
Staatliche Realschule Rosenheim,8
Institut für Energietechnik,1
Regiomontanus-Gymnasium Haßfurt,2
Kühne & Nagel,1
XPLR,2
Zentralen Stelle Verpackungsregister,4
homunculus,2
gensta-ba.bayern.deDiese,2
UVBW e.V,1
Jurenergie e.G,2
lg-memmingen,2
Otto-Friedrich-Universität Bamberg,31
Helmholtz-Zentrum München,2
Zweckverbände für Rettungsdienst und Feuerwehralarmierung,2
Garten Schachen,2
Netzwerk europäischer Höhenforschungsstationen,2
Links4Soils,2
StMJMit,1
Grund-,4
wwa-ho.bayern.de,2
IEC,8
HausderKunst,2
TUM-Hyperloop,2
"Institut für Arbeitsschutz und Produktsicherheit, umweltbezogener Gesundheitsschutz",2
Leonhards Akademie gGmbH,2
Dialog Versicherung AG,2
Bayerischen Tierseuchenkasse,2
wagnisART,1
Bayerischer Hotel- und Gaststättenverband,2
ESF,60
Dehoga,2
EnEG,2
Staatliche Realschule Memmingen,8
Verein Soziale Landwirtschaft in Bayern,1
gvpost.deSprechzeit,1
Ulmer Stadtwerke,2
Wasserwirtschaftsamt Kempten,2
Institut für Fahrzeugkonzepte,12
alp.dillingen.de,15
Staatliche Schulberatungsstelle für die Oberpfalz,15
Deutsche Diabetes-Stiftung,2
Verband für Popkultur in Bayern,2
Energie,39
Bundesministerium für Wirtschaft und Energie,4
SchBR,2
LENK,354
Bayerische Digitalgipfel,2
Thinkstock,4
Audi Programmkino,2
Montessori-Schule,3
Kleine Forscher München,2
Diakonischen Werkes Schweinfurt e. V.,4
Landesjustizkasse Bamberg.Im,7
Tutzing,2
ag-bad-kissingen,2
hightechagenda,2
Direktorinnen und Direktoren der Bayerischen Gymnasien,2
Stadtbibliothek,9
Zentralen Ausländerbehörden,2
TTV Neustadt a. d. Aisch,2
DEULA Bayern GmbH,6
Kunst-Transfer-Praxis,9
Internationale Arbeitsorganisation,2
BuT,2
Gewerbeverband Bayern e.V,4
Deutschen Jugendinstituts,4
Koordinierungsgruppe Bayern,2
schoenborn-gymnasium.com,2
Verkehrsverbund Großraum Nürnberg,4
Deutscher Caritasverband,2
DVE,2
Bürgschaftsbank Bayern,8
"Amt für Ernährung, Landwirtschaft und Forsten Regen",2
Nordendorf,2
Staatsinstitut für die Ausbildung von Förderlehrern,10
ag-er.bayern.deDiese,2
Pro Allgäu GmbH & Co,2
Bayerischen Armeemuseums,2
ZET,96
"Familie, Soziales, Schule, Sport und Kultur",2
´s Day Akademie der,1
BaySG,5
Landesarbeitsgemeinschaft der bayerischen Fachschulen für Heilerziehungspflege und Heilerziehungspflegehilfe,2
EUR,4
GO,2
Bayerische Justizwachtmeisterverband,16
"Garten-, Landschafts- und Sportplatzbau Bayern e",3
Jugend Bayern e.V,2
Regierung von Niederbayern Sg,4
IFOAM Organics Europe,4
KAHR7,1
Schüttler Gerüstbau GmbH,2
